,hexagon_id,connections_points,normalized_score
59601,871fb370affffff,,
59602,87186a02dffffff,,
59603,87396e9b2ffffff,,
59604,871f9388bffffff,,
59605,871fb0b6effffff,,
59606,8718652aeffffff,,
59607,873960092ffffff,,
59608,873969c33ffffff,,
59609,871f80149ffffff,,
59610,871fb5990ffffff,,
59611,871fa224effffff,,
59612,871fb0c11ffffff,,
59613,871f9392effffff,,
59614,873960135ffffff,,
59615,871845d45ffffff,,
59616,871f91605ffffff,,
59617,871863028ffffff,,
59618,871865351ffffff,,
59619,873969cd6ffffff,,
59620,871949ceaffffff,,
59621,871fb5a33ffffff,,
59622,871fa22f1ffffff,,
59623,87186a173ffffff,,
59624,871f8500effffff,,
59625,871fb0cb4ffffff,,
59626,871fb5ad6ffffff,,
59627,871949d8dffffff,,
59628,871f850b1ffffff,,
59629,871fa2394ffffff,,
59630,871860675ffffff,,
59631,873962b8bffffff,,
59632,87396c72cffffff,,
59633,871f82c42ffffff,,
59634,871f96384ffffff,,
59635,87186a216ffffff,,
59636,871f93a74ffffff,,
59637,871f80332ffffff,,
59638,87396509dffffff,,
59639,871860718ffffff,,
59640,871f85154ffffff,,
59641,87396031effffff,,
59642,873965140ffffff,,
59643,871fb5c1cffffff,,
59644,871fa24daffffff,,
59645,87186a35cffffff,,
59646,87184d11cffffff,,
59647,871845ca2ffffff,,
59648,871f91562ffffff,,
59649,87186cb26ffffff,,
59650,87186085effffff,,
59651,871f93c5dffffff,,
59652,873960464ffffff,,
59653,871f8051bffffff,,
59654,871865680ffffff,,
59655,873965286ffffff,,
59656,871fb5d62ffffff,,
59657,871fa2620ffffff,,
59658,871f93d00ffffff,,
59659,871865723ffffff,,
59660,873965329ffffff,,
59661,87184d262ffffff,,
59662,871fa26c3ffffff,,
59663,87396c689ffffff,,
59664,873962ae8ffffff,,
59665,871f962e1ffffff,,
59666,871f93da3ffffff,,
59667,871fb1086ffffff,,
59668,8739605aaffffff,,
59669,871f80661ffffff,,
59670,87184d305ffffff,,
59671,871f85483ffffff,,
59672,871fa2766ffffff,,
59673,871fb1129ffffff,,
59674,871865869ffffff,,
59675,87396064dffffff,,
59676,871f80704ffffff,,
59677,87184d3a8ffffff,,
59678,871860aeaffffff,,
59679,87186ca83ffffff,,
59680,871f85526ffffff,,
59681,8739606f0ffffff,,
59682,87186590cffffff,,
59683,873965512ffffff,,
59684,871860b8dffffff,,
59685,87184d44bffffff,,
59686,871fa28acffffff,,
59687,871f8084affffff,,
59688,873960793ffffff,,
59689,8739655b5ffffff,,
59690,871fb6091ffffff,,
59691,87184d4eeffffff,,
59692,871860c30ffffff,,
59693,873960836ffffff,,
59694,871fb1312ffffff,,
59695,873962a45ffffff,,
59696,871fb3521ffffff,,
59697,871865a52ffffff,,
59698,871f808edffffff,,
59699,871fb6134ffffff,19.0,0.3673469387755102
59700,873965658ffffff,,
59701,87186a874ffffff,,
59702,871860cd3ffffff,,
59703,871f940d2ffffff,,
59704,871fb13b5ffffff,,
59705,8739608d9ffffff,,
59706,871f80990ffffff,,
59707,871865af5ffffff,,
59708,871f857b2ffffff,,
59709,87184d634ffffff,,
59710,871f94175ffffff,,
59711,871845b5cffffff,1.0,0.0
59712,871f9141cffffff,,
59713,871fb1458ffffff,,
59714,871865b98ffffff,,
59715,871f80a33ffffff,,
59716,87396579effffff,,
59717,871f94218ffffff,,
59718,871f80ad6ffffff,,
59719,873965841ffffff,,
59720,871fb631dffffff,,
59721,87186aa5dffffff,,
59722,871fb159effffff,,
59723,873960ac2ffffff,,
59724,871865cdeffffff,,
59725,8739658e4ffffff,,
59726,87186ab00ffffff,,
59727,871f82a59ffffff,,
59728,8739629a2ffffff,,
59729,87396c543ffffff,,
59730,871f9619bffffff,,
59731,87184d81dffffff,,
59732,871f9435effffff,,
59733,871fb1641ffffff,,
59734,873960b65ffffff,,
59735,871f80c1cffffff,,
59736,871865d81ffffff,,
59737,871fb6463ffffff,,
59738,871861002ffffff,,
59739,87184d8c0ffffff,,
59740,87186aba3ffffff,,
59741,871fa2d21ffffff,,
59742,871f94401ffffff,,
59743,871fb16e4ffffff,,
59744,873960c08ffffff,,
59745,873965a2affffff,,
59746,871fb6506ffffff,,
59747,8718610a5ffffff,,
59748,87184d963ffffff,,
59749,87186ac46ffffff,,
59750,871f944a4ffffff,,
59751,871f80d62ffffff,,
59752,873960cabffffff,,
59753,871f9e045ffffff,,
59754,873965acdffffff,,
59755,871fb65a9ffffff,,
59756,871861148ffffff,,
59757,87184da06ffffff,,
59758,87186ace9ffffff,,
59759,87396c4a0ffffff,1.0,0.0
59760,871f829b6ffffff,,
59761,873960d4effffff,,
59762,871fb182affffff,,
59763,871f9e0e8ffffff,,
59764,873965b70ffffff,,
59765,871fb664cffffff,1.0,0.0
59766,87184daa9ffffff,,
59767,87186ad8cffffff,,
59768,871fb18cdffffff,,
59769,871f9e18bffffff,,
59770,873965c13ffffff,,
59771,87186128effffff,,
59772,87184db4cffffff,,
59773,871f85ccaffffff,,
59774,871f9468dffffff,,
59775,871845a16ffffff,,
59776,871f912d6ffffff,,
59777,87186c89affffff,,
59778,871fb1970ffffff,,
59779,871fb6792ffffff,,
59780,873965cb6ffffff,,
59781,871861331ffffff,,
59782,87184404effffff,,
59783,871f94730ffffff,,
59784,871fb1a13ffffff,,
59785,873965d59ffffff,,
59786,871fb6835ffffff,,
59787,8718440f1ffffff,,
59788,871fb1ab6ffffff,,
59789,871f9e374ffffff,,
59790,871fb68d8ffffff,8.0,0.14285714285714285
59791,871871619ffffff,1.0,0.0
59792,87396285cffffff,,
59793,871f82913ffffff,,
59794,871f96055ffffff,,
59795,87186b018ffffff,,
59796,871844194ffffff,,
59797,87184dd35ffffff,,
59798,871f94876ffffff,,
59799,871fb1b59ffffff,,
59800,87186151affffff,,
59801,871f94919ffffff,,
59802,873961120ffffff,,
59803,871849059ffffff,,
59804,871fb6a1effffff,,
59805,87186b15effffff,,
59806,871f9e55dffffff,,
59807,871f91233ffffff,,
59808,871845973ffffff,,
59809,871fb6ac1ffffff,,
59810,871f8609cffffff,,
59811,871861660ffffff,,
59812,87186b201ffffff,,
59813,871fb1d42ffffff,,
59814,873961266ffffff,,
59815,871f9e600ffffff,,
59816,871fb6b64ffffff,,
59817,871861703ffffff,,
59818,873966088ffffff,,
59819,87186b2a4ffffff,,
59820,871844420ffffff,,
59821,871fa3422ffffff,,
59822,871f94b02ffffff,,
59823,871f82870ffffff,,
59824,87396c35affffff,,
59825,871fb3295ffffff,,
59826,873961309ffffff,,
59827,871f9e6a3ffffff,,
59828,8718617a6ffffff,,
59829,87396612bffffff,,
59830,871fa34c5ffffff,,
59831,8718444c3ffffff,,
59832,871f94ba5ffffff,,
59833,8739613acffffff,,
59834,871fb6caaffffff,,
59835,871861849ffffff,,
59836,871f86285ffffff,,
59837,871844566ffffff,,
59838,871f94c48ffffff,,
59839,8718458d0ffffff,,
59840,871f9ad31ffffff,,
59841,871f91190ffffff,,
59842,87186c754ffffff,,
59843,871849388ffffff,,
59844,8718618ecffffff,,
59845,871fb6d4dffffff,,
59846,871f86328ffffff,,
59847,873966271ffffff,,
59848,87186b48dffffff,,
59849,871f94cebffffff,,
59850,871f9e88cffffff,,
59851,8739614f2ffffff,,
59852,87184942bffffff,,
59853,873966314ffffff,,
59854,87186b530ffffff,,
59855,871f94d8effffff,,
59856,871fb2071ffffff,,
59857,873961595ffffff,,
59858,871861a32ffffff,,
59859,871f8646effffff,,
59860,871fb2114ffffff,,
59861,871849571ffffff,,
59862,871f900b2ffffff,,
59863,871861ad5ffffff,,
59864,871f86511ffffff,,
59865,87396645affffff,,
59866,87186b676ffffff,,
59867,871f865b4ffffff,,
59868,871f90155ffffff,,
59869,871844895ffffff,,
59870,87194b290ffffff,,
59871,871f9ac8effffff,,
59872,871f910edffffff,,
59873,87184582dffffff,,
59874,87186c6b1ffffff,,
59875,87186b719ffffff,,
59876,871fb225affffff,,
59877,871f9eb18ffffff,,
59878,871861c1bffffff,,
59879,8739665a0ffffff,,
59880,87194b333ffffff,,
59881,871f9501affffff,,
59882,873961821ffffff,,
59883,871f9029bffffff,,
59884,873966643ffffff,,
59885,871fb23a0ffffff,,
59886,8739618c4ffffff,,
59887,871f8272affffff,,
59888,87396c214ffffff,,
59889,871f9ec5effffff,,
59890,871f8679dffffff,,
59891,87186b902ffffff,,
59892,871861d61ffffff,,
59893,8739666e6ffffff,,
59894,871fb2443ffffff,,
59895,871f95160ffffff,,
59896,871f9ed01ffffff,,
59897,8718498a0ffffff,,
59898,871f86840ffffff,,
59899,87186b9a5ffffff,,
59900,871844b21ffffff,,
59901,873966789ffffff,,
59902,871fb24e6ffffff,,
59903,871f9104affffff,,
59904,87186c60effffff,,
59905,871f9eda4ffffff,,
59906,873961a0affffff,,
59907,871f95203ffffff,,
59908,871849943ffffff,,
59909,871f90484ffffff,,
59910,871f868e3ffffff,,
59911,87396682cffffff,,
59912,87186ba48ffffff,,
59913,871fb2589ffffff,,
59914,871f952a6ffffff,,
59915,873961aadffffff,,
59916,871f86986ffffff,,
59917,87186baebffffff,,
59918,87194b662ffffff,,
59919,87187138dffffff,,
59920,87396c171ffffff,,
59921,871fb30acffffff,,
59922,871fb262cffffff,,
59923,873961b50ffffff,,
59924,871f95349ffffff,,
59925,871849a89ffffff,,
59926,871f86a29ffffff,,
59927,873966972ffffff,,
59928,87186bb8effffff,,
59929,871844d0affffff,,
59930,871849b2cffffff,,
59931,871f9066dffffff,,
59932,871f86accffffff,,
59933,873966a15ffffff,,
59934,87186bc31ffffff,,
59935,87186c56bffffff,,
59936,871844dadffffff,,
59937,871fb2772ffffff,,
59938,873961c96ffffff,,
59939,871f90710ffffff,,
59940,87186bcd4ffffff,,
59941,87194b84bffffff,,
59942,871fb2815ffffff,,
59943,871f95532ffffff,,
59944,871849c72ffffff,,
59945,871f907b3ffffff,,
59946,871f86c12ffffff,,
59947,873966b5bffffff,,
59948,871849d15ffffff,,
59949,871f86cb5ffffff,,
59950,871f90856ffffff,,
59951,8718712eaffffff,,
59952,87396c0ceffffff,,
59953,871f95d26ffffff,,
59954,871fb3009ffffff,,
59955,871fb295bffffff,,
59956,871f86d58ffffff,,
59957,873966ca1ffffff,,
59958,871f9a49affffff,,
59959,87194ba34ffffff,,
59960,87186231cffffff,,
59961,871f9571bffffff,,
59962,871f9099cffffff,,
59963,873966d44ffffff,,
59964,871fb2aa1ffffff,,
59965,87186c003ffffff,,
59966,871fb2b44ffffff,,
59967,87186c4c8ffffff,,
59968,871f95861ffffff,,
59969,87186c0a6ffffff,1.0,0.0
59970,871f90ae2ffffff,,
59971,871845222ffffff,,
59972,871f95904ffffff,,
59973,87397584dffffff,,
59974,87186c149ffffff,,
59975,871f90b85ffffff,,
59976,871fb2c8affffff,,
59977,871f90c28ffffff,,
59978,871845368ffffff,,
59979,87186264bffffff,,
59980,871fb2d2dffffff,,
59981,871f95a4affffff,,
59982,873962251ffffff,,
59983,871f82541ffffff,,
59984,87396c02bffffff,,
59985,871f95c83ffffff,,
59986,871f90ccbffffff,,
59987,8718626eeffffff,,
59988,871f95aedffffff,,
59989,873975a36ffffff,,
59990,87186c332ffffff,,
59991,871f90d6effffff,,
59992,871862791ffffff,,
59993,871f95b90ffffff,,
59994,871f8244effffff,,
59995,871f9a9b2ffffff,,
59996,871f95c33ffffff,,
59997,871f824f1ffffff,,
59998,871f95cd6ffffff,,
59999,87186c425ffffff,,
60000,871f82594ffffff,,
60001,87187129affffff,,
60002,87186c51bffffff,,
60003,871fb305cffffff,,
60004,87396c121ffffff,,
60005,871f826daffffff,,
60006,87186c661ffffff,,
60007,871f9109dffffff,,
60008,871fb31a2ffffff,,
60009,87186c704ffffff,,
60010,871f91140ffffff,,
60011,871845880ffffff,,
60012,871fb3245ffffff,,
60013,87396c30affffff,,
60014,871f82820ffffff,,
60015,873975b29ffffff,,
60016,871f8249effffff,,
60017,871845923ffffff,,
60018,871f9ad84ffffff,,
60019,871f96005ffffff,,
60020,871fb32e8ffffff,,
60021,87396c3adffffff,1.0,0.0
60022,871f828c3ffffff,,
60023,87396280cffffff,,
60024,87186c84affffff,,
60025,871f91286ffffff,,
60026,871f960a8ffffff,,
60027,871fb338bffffff,,
60028,871f82966ffffff,,
60029,87396c450ffffff,,
60030,87187166cffffff,,
60031,87186c382ffffff,,
60032,87186c8edffffff,,
60033,871845a69ffffff,,
60034,871f91329ffffff,,
60035,871fb342effffff,,
60036,871f9614bffffff,,
60037,873962952ffffff,,
60038,871f82a09ffffff,,
60039,87396c4f3ffffff,,
60040,87186c990ffffff,,
60041,871845b0cffffff,,
60042,871fb34d1ffffff,,
60043,871f82aacffffff,,
60044,87396c596ffffff,,
60045,87186ca33ffffff,,
60046,871fb3574ffffff,,
60047,873962344ffffff,,
60048,871f96291ffffff,,
60049,873962a98ffffff,,
60050,87186cad6ffffff,,
60051,871f91512ffffff,,
60052,871845c52ffffff,,
60053,871f96334ffffff,,
60054,87396c6dcffffff,,
60055,871f915b5ffffff,1.0,0.0
60056,871845cf5ffffff,,
60057,871f82c95ffffff,,
60058,87186cc1cffffff,,
60059,871f91658ffffff,,
60060,871845d98ffffff,,
60061,871fb375dffffff,,
60062,87396c822ffffff,,
60063,871f90d1bffffff,,
60064,87186311effffff,,
60065,871f9651dffffff,,
60066,871fb3800ffffff,,
60067,87396c8c5ffffff,,
60068,873962d24ffffff,,
60069,871871ae1ffffff,,
60070,87186cd62ffffff,,
60071,871f9179effffff,,
60072,871fb38a3ffffff,,
60073,87396c968ffffff,,
60074,871863264ffffff,,
60075,871f91841ffffff,,
60076,871f96663ffffff,,
60077,871fb3946ffffff,,
60078,871868086ffffff,,
60079,87187105effffff,,
60080,871f95a9affffff,,
60081,87396ca0bffffff,,
60082,871f918e4ffffff,,
60083,871f96706ffffff,,
60084,871868129ffffff,,
60085,87396caaeffffff,,
60086,8718633aaffffff,,
60087,871f967a9ffffff,,
60088,871fb3a8cffffff,,
60089,87396cb51ffffff,,
60090,87186344dffffff,,
60091,871f91a2affffff,,
60092,871f9684cffffff,,
60093,873963053ffffff,,
60094,87186d091ffffff,,
60095,87186269bffffff,,
60096,8718634f0ffffff,,
60097,871868312ffffff,,
60098,8739630f6ffffff,,
60099,87186d134ffffff,,
60100,871863593ffffff,,
60101,871f91b70ffffff,,
60102,871fb3c75ffffff,,
60103,871f96992ffffff,,
60104,8718683b5ffffff,,
60105,873963199ffffff,,
60106,871f91c13ffffff,,
60107,871863636ffffff,,
60108,871fb3d18ffffff,,
60109,871f96a35ffffff,,
60110,871868458ffffff,,
60111,873975940ffffff,,
60112,871fb2cdaffffff,,
60113,871f91cb6ffffff,,
60114,8718636d9ffffff,,
60115,871f96ad8ffffff,,
60116,87186d31dffffff,,
60117,871f91d59ffffff,,
60118,87186859effffff,,
60119,873963382ffffff,,
60120,871f96c1effffff,,
60121,871868641ffffff,1.0,0.0
60122,873963425ffffff,,
60123,87186d463ffffff,,
60124,8718638c2ffffff,,
60125,871f96cc1ffffff,,
60126,8718686e4ffffff,,
60127,871845315ffffff,,
60128,87186c199ffffff,,
60129,87396d069ffffff,,
60130,87194825bffffff,,
60131,87186d506ffffff,,
60132,871863965ffffff,,
60133,871f96d64ffffff,,
60134,87396d10cffffff,,
60135,87396356bffffff,,
60136,87186d5a9ffffff,,
60137,871863a08ffffff,,
60138,87186882affffff,,
60139,871fb40eaffffff,,
60140,8719483a1ffffff,,
60141,87186d64cffffff,,
60142,871f92088ffffff,,
60143,871f95954ffffff,,
60144,871863aabffffff,,
60145,8718688cdffffff,,
60146,871fb418dffffff,,
60147,87396d252ffffff,,
60148,871f9212bffffff,,
60149,871863b4effffff,,
60150,87184686bffffff,,
60151,871868970ffffff,,
60152,871fb4230ffffff,,
60153,87396d2f5ffffff,,
60154,873963754ffffff,,
60155,87186d792ffffff,,
60156,87184690effffff,,
60157,871fb42d3ffffff,1.0,0.0
60158,871868a13ffffff,,
60159,871845272ffffff,,
60160,871f90b32ffffff,,
60161,87186c0f6ffffff,,
60162,87396d398ffffff,,
60163,87186d835ffffff,,
60164,871f92271ffffff,,
60165,871863c94ffffff,,
60166,8718469b1ffffff,,
60167,871868ab6ffffff,,
60168,871fb4376ffffff,,
60169,87396389affffff,,
60170,87186d8d8ffffff,,
60171,871f92314ffffff,,
60172,871868b59ffffff,,
60173,871fb4419ffffff,,
60174,87396d4deffffff,,
60175,871f958b1ffffff,,
60176,871fb2b94ffffff,,
60177,87396d581ffffff,1.0,0.0
60178,87186da1effffff,,
60179,871f9245affffff,,
60180,873968802ffffff,,
60181,87396d624ffffff,,
60182,873963a83ffffff,,
60183,87186dac1ffffff,,
60184,8739688a5ffffff,,
60185,871fb4602ffffff,,
60186,871868d42ffffff,,
60187,873963b26ffffff,,
60188,87186db64ffffff,,
60189,871f925a0ffffff,,
60190,873968948ffffff,,
60191,871f9a630ffffff,,
60192,87186c053ffffff,,
60193,87194d6dbffffff,,
60194,871fb46a5ffffff,,
60195,87396d76affffff,,
60196,871f92643ffffff,,
60197,871fb4748ffffff,1.0,0.0
60198,87396d80dffffff,,
60199,873963c6cffffff,1.0,0.0
60200,87186dcaaffffff,,
60201,871f926e6ffffff,,
60202,873968a8effffff,,
60203,87396d8b0ffffff,,
60204,871948aa2ffffff,,
60205,87186dd4dffffff,,
60206,871f92789ffffff,,
60207,871f9580effffff,,
60208,871fb2af1ffffff,,
60209,873968b31ffffff,,
60210,87396d953ffffff,,
60211,871fb488effffff,,
60212,873963db2ffffff,,
60213,871948b45ffffff,,
60214,871f9282cffffff,,
60215,871869071ffffff,,
60216,871fb4931ffffff,,
60217,871f9c470ffffff,,
60218,871fa6011ffffff,,
60219,871869114ffffff,,
60220,87396da99ffffff,,
60221,871f92972ffffff,,
60222,871f9c513ffffff,,
60223,87184512cffffff,,
60224,871f9a58dffffff,,
60225,873966d94ffffff,,
60226,871fa60b4ffffff,,
60227,871f84052ffffff,,
60228,871f92a15ffffff,,
60229,871f9c5b6ffffff,,
60230,87186925affffff,,
60231,871fb4b1affffff,,
60232,871f840f5ffffff,,
60233,8739640e1ffffff,,
60234,871f84198ffffff,,
60235,87396dc82ffffff,,
60236,871f92b5bffffff,,
60237,8718693a0ffffff,,
60238,87396dd25ffffff,,
60239,871f82029ffffff,,
60240,871f9576bffffff,,
60241,871fb2a4effffff,,
60242,873964184ffffff,,
60243,871fb4c60ffffff,,
60244,871869443ffffff,,
60245,871f842deffffff,,
60246,871fb4d03ffffff,,
60247,871f92ca1ffffff,,
60248,87186e265ffffff,,
60249,8739642caffffff,,
60250,8718694e6ffffff,,
60251,87194905dffffff,,
60252,871fb4da6ffffff,,
60253,871f84381ffffff,,
60254,871f92d44ffffff,1.0,0.0
60255,87186236cffffff,,
60256,87194ba84ffffff,,
60257,871f9a4eaffffff,,
60258,873966cf1ffffff,,
60259,871f90949ffffff,,
60260,871f86da8ffffff,,
60261,87186e308ffffff,,
60262,871fa6486ffffff,,
60263,87396436dffffff,,
60264,871869589ffffff,,
60265,871f84424ffffff,,
60266,871949100ffffff,,
60267,871fb00caffffff,,
60268,87186e3abffffff,,
60269,871fa6529ffffff,,
60270,87186962cffffff,,
60271,871f956c8ffffff,,
60272,871fb29abffffff,,
60273,873964410ffffff,,
60274,8719491a3ffffff,,
60275,871fb016dffffff,,
60276,87186e44effffff,,
60277,8739644b3ffffff,,
60278,871949246ffffff,,
60279,871f8456affffff,,
60280,871fb0210ffffff,,
60281,87186e4f1ffffff,,
60282,871869772ffffff,,
60283,8719492e9ffffff,,
60284,873964556ffffff,,
60285,871fb5032ffffff,,
60286,871f8460dffffff,,
60287,8718622c9ffffff,,
60288,873966c4effffff,,
60289,871f908a6ffffff,,
60290,871f86d05ffffff,,
60291,871fb02b3ffffff,,
60292,87186e594ffffff,,
60293,871fa6712ffffff,,
60294,871869815ffffff,,
60295,871f846b0ffffff,,
60296,871fb50d5ffffff,,
60297,87194938cffffff,,
60298,871fb0356ffffff,,
60299,871f93073ffffff,,
60300,871f9cc14ffffff,,
60301,871fa67b5ffffff,,
60302,87396469cffffff,,
60303,871849d65ffffff,,
60304,871f95625ffffff,,
60305,871fb2908ffffff,,
60306,871f84753ffffff,,
60307,871f93116ffffff,,
60308,87186e6daffffff,,
60309,87186995bffffff,,
60310,871fb521bffffff,,
60311,8719494d2ffffff,,
60312,871fb049cffffff,,
60313,873969561ffffff,,
60314,871f9cd5affffff,,
60315,871f84899ffffff,,
60316,871949575ffffff,,
60317,87186e820ffffff,,
60318,871f9325cffffff,,
60319,871862226ffffff,,
60320,873966babffffff,,
60321,871f90803ffffff,,
60322,871f86c62ffffff,,
60323,871869aa1ffffff,,
60324,873964885ffffff,,
60325,871fb5361ffffff,,
60326,871949618ffffff,,
60327,87186e8c3ffffff,,
60328,871869b44ffffff,,
60329,871fb5404ffffff,,
60330,873964928ffffff,,
60331,87184c861ffffff,,
60332,871fb0685ffffff,,
60333,87186e966ffffff,,
60334,871f933a2ffffff,,
60335,871849cc2ffffff,,
60336,873961d89ffffff,,
60337,871f95582ffffff,,
60338,871fb2865ffffff,,
60339,87194975effffff,,
60340,871860046ffffff,,
60341,871f84a82ffffff,,
60342,871fb0728ffffff,,
60343,871f93445ffffff,,
60344,87186ea09ffffff,,
60345,873964a6effffff,,
60346,871869c8affffff,,
60347,871fb554affffff,,
60348,8718600e9ffffff,,
60349,871949801ffffff,,
60350,871f84b25ffffff,,
60351,87186bd24ffffff,,
60352,873966b08ffffff,,
60353,871f90760ffffff,,
60354,871f934e8ffffff,,
60355,87186eaacffffff,,
60356,873969890ffffff,,
60357,871fa6c2affffff,,
60358,871869d2dffffff,,
60359,873964b11ffffff,,
60360,8719498a4ffffff,1.0,0.0
60361,87186018cffffff,1.0,0.0
60362,87184ca4affffff,,
60363,871fb086effffff,,
60364,871f9358bffffff,,
60365,873969933ffffff,,
60366,871fa6ccdffffff,,
60367,873961ce6ffffff,,
60368,871fb5690ffffff,,
60369,873964bb4ffffff,,
60370,871f84c6bffffff,,
60371,87184caedffffff,,
60372,871fb0911ffffff,,
60373,871f9362effffff,,
60374,871865051ffffff,,
60375,871fa6d70ffffff,,
60376,871fb5733ffffff,,
60377,871f84d0effffff,,
60378,8718602d2ffffff,,
60379,871fb09b4ffffff,,
60380,871f936d1ffffff,,
60381,87186ec95ffffff,,
60382,8718650f4ffffff,,
60383,87186bc81ffffff,,
60384,873966a65ffffff,,
60385,871f86b1cffffff,,
60386,871f84db1ffffff,,
60387,871949a8dffffff,,
60388,871860375ffffff,,
60389,871fa2094ffffff,,
60390,871f93774ffffff,,
60391,871f80032ffffff,,
60392,873969b1cffffff,,
60393,873964d9dffffff,,
60394,871949b30ffffff,,
60395,87396001effffff,,
60396,871f800d5ffffff,,
60397,871fb591cffffff,,
60398,87186a05cffffff,,
60399,873961c43ffffff,,
60400,871fb0b9dffffff,,
60401,8718652ddffffff,,
60402,8739600c1ffffff,,
60403,873969c62ffffff,,
60404,871949c76ffffff,,
60405,87186055effffff,,
60406,871fb0c40ffffff,,
60407,873960164ffffff,,
60408,871f9395dffffff,,
60409,871865380ffffff,,
60410,873969d05ffffff,,
60411,871f8021bffffff,,
60412,871fb5a62ffffff,,
60413,871949d19ffffff,,
60414,871860601ffffff,,
60415,87194b755ffffff,,
60416,871844d5affffff,,
60417,871f9061affffff,,
60418,87186a1a2ffffff,,
60419,871fb0ce3ffffff,,
60420,871f93a00ffffff,,
60421,873969da8ffffff,,
60422,871865423ffffff,,
60423,873965029ffffff,,
60424,871fb5b05ffffff,,
60425,87186a245ffffff,,
60426,871f850e0ffffff,,
60427,8718606a4ffffff,,
60428,871fb0d86ffffff,,
60429,871f93aa3ffffff,,
60430,8739602aaffffff,,
60431,871849ad9ffffff,,
60432,871f95399ffffff,,
60433,873961ba0ffffff,,
60434,8718654c6ffffff,,
60435,8739650ccffffff,,
60436,871fa2466ffffff,,
60437,871fb5ba8ffffff,,
60438,87184d005ffffff,,
60439,871f85183ffffff,,
60440,87186a2e8ffffff,,
60441,87396034dffffff,,
60442,871f93b46ffffff,,
60443,871f80404ffffff,,
60444,871865569ffffff,,
60445,871fb5c4bffffff,,
60446,871fa2509ffffff,,
60447,87184d0a8ffffff,,
60448,87186a38bffffff,,
60449,871f85226ffffff,,
60450,87186560cffffff,,
60451,873965212ffffff,,
60452,871fb5ceeffffff,,
60453,871fa25acffffff,,
60454,87184d14bffffff,,
60455,87186088dffffff,,
60456,871f93c8cffffff,,
60457,871f8054affffff,,
60458,873960493ffffff,,
60459,8739652b5ffffff,,
60460,871fb5d91ffffff,,
60461,871fb1012ffffff,,
60462,873960536ffffff,,
60463,871849a36ffffff,,
60464,871f952f6ffffff,,
60465,871865752ffffff,,
60466,873965358ffffff,,
60467,871fa26f2ffffff,,
60468,87184d291ffffff,,
60469,87186a574ffffff,,
60470,871fb10b5ffffff,,
60471,871f80690ffffff,,
60472,87184d334ffffff,,
60473,871f854b2ffffff,,
60474,871fa2795ffffff,,
60475,871860a76ffffff,,
60476,871fb1158ffffff,,
60477,871f80733ffffff,,
60478,871865898ffffff,,
60479,871844c14ffffff,,
60480,87186ba98ffffff,,
60481,871f86933ffffff,,
60482,871f904d4ffffff,,
60483,87396549effffff,,
60484,871f85555ffffff,,
60485,871860b19ffffff,,
60486,873965541ffffff,,
60487,871fb601dffffff,,
60488,871fa28dbffffff,,
60489,871fb129effffff,,
60490,871fb60c0ffffff,,
60491,87186a800ffffff,,
60492,87184d51dffffff,,
60493,871f8569bffffff,,
60494,871f9405effffff,,
60495,871849993ffffff,,
60496,871f95253ffffff,,
60497,873961a5affffff,,
60498,871fb2536ffffff,,
60499,873960865ffffff,,
60500,871fb1341ffffff,,
60501,871f8091cffffff,,
60502,871865a81ffffff,,
60503,871fb6163ffffff,50.0,1.0
60504,87186a8a3ffffff,,
60505,871f94101ffffff,,
60506,873960908ffffff,,
60507,871865b24ffffff,,
60508,871fb6206ffffff,,
60509,87396572affffff,,
60510,87186a946ffffff,,
60511,871844b71ffffff,,
60512,871f86890ffffff,,
60513,871f90431ffffff,,
60514,87184d663ffffff,,
60515,871860da5ffffff,,
60516,871f941a4ffffff,,
60517,8739609abffffff,,
60518,871f80a62ffffff,,
60519,871fb62a9ffffff,,
60520,87184d706ffffff,,
60521,871fb152affffff,,
60522,873960a4effffff,,
60523,871f80b05ffffff,,
60524,871865c6affffff,,
60525,873965870ffffff,,
60526,871fb634cffffff,,
60527,8718498f0ffffff,,
60528,871f9ed51ffffff,,
60529,871f951b0ffffff,,
60530,871fb2493ffffff,,
60531,871fa2c0affffff,,
60532,87186aa8cffffff,,
60533,87184d7a9ffffff,,
60534,871f942eaffffff,,
60535,873960af1ffffff,,
60536,871f80ba8ffffff,,
60537,871865d0dffffff,,
60538,873965913ffffff,,
60539,87184d84cffffff,,
60540,871fa2cadffffff,,
60541,871f9438dffffff,1.0,0.0
60542,871fb1670ffffff,,
60543,871844aceffffff,,
60544,873966736ffffff,,
60545,871861db1ffffff,,
60546,87186b952ffffff,,
60547,871f9038effffff,,
60548,873960b94ffffff,,
60549,871f80c4bffffff,,
60550,871fb6492ffffff,,
60551,8739659b6ffffff,,
60552,871861031ffffff,,
60553,871fa2d50ffffff,,
60554,871f94430ffffff,,
60555,871fb1713ffffff,1.0,0.0
60556,871f80ceeffffff,,
60557,873965a59ffffff,,
60558,871fb6535ffffff,,
60559,87184984dffffff,,
60560,871f9ecaeffffff,,
60561,873961914ffffff,,
60562,871f9510dffffff,,
60563,8718610d4ffffff,,
60564,87184d992ffffff,,
60565,87186ac75ffffff,,
60566,871f944d3ffffff,,
60567,871fb17b6ffffff,,
60568,871f80d91ffffff,,
60569,873960cdaffffff,,
60570,871f9e074ffffff,,
60571,87184da35ffffff,,
